,hotel,commentaire,note
383,Ibis Budget Paris Porte de Montmartre, manque place chambre manque placard détagère ranger assenceur vite saturé quand a beaucoup monde groupes jeunes autres salle restauration trop petite quand a groupes acces hall sortie difficile quand groupes sortent stationnement bus génant devant lhotel groupes samassent devant lhotel perturbent sortie clients,1
384,Ibis Budget Paris Porte de Montmartre, rapport qualité prix correct personnel agréable accueillant propre beaucoup bruit toute nuit portes lascenseur grincent distributeurs boissons couloir gâchent nuit chambre très peu isolée,1
385,Ibis Budget Paris Porte de Montmartre, chambre propre draps propres lit assez confortable prendre croissants petit déjeuner bons cest sale quartier caniveaux surtout trottoirs,0
386,Ibis Budget Paris Porte de Montmartre, dommage notation nest note bien car entre note moyen très bienje obliger choisir moyen désolé surtout prix devient trop cher qualité lensemble prestation,1
387,Ibis Budget Paris Porte de Montmartre, prix payé chambre 60€ bien trop cher prestation literie mauvais état matelas affaissé personnes souffrent mal dos comme nuit interminable métro peu loin environnement très sale tonnes dhabits nourriture traînent long route honteux,1
388,Ibis Budget Paris Porte de Montmartre, abord sale personnel non accueillant lavabo sale bouché radiateur cassé impossible fermer fenêtre donc bruyant car longe périphérique parking payant plus 10 euros 12 heures prix chambre payé 47 euros ça nen vaux plus,1
389,Ibis Budget Paris Porte de Montmartre, lhôtel nest top pire cest lemplacement abords insalubre sol jonchés dexcréments seringues tox détritus improbables population inquiétante types roms bref horrible,1
390,Ibis Budget Paris Porte de Montmartre, très bien placé face puces saint ouen métro peu loin personnel laccueil peu aimable chambre petite bien équipée seul bemol poils sol lit chambre avaitelle faite a survécu petitdéjeuner très bien personnel salle aimable efficace bref hôtel utile nuit plus,1
391,Ibis Budget Paris Porte de Montmartre, choc arrivant vendredi soir abords tres tres sales honte demandé chambres étage coté opposé périphérique non 2ème périph négociation puis 2 chambres 6ème 1 périph lautre coté lascenseur = nuit très très pénible petit déjeuné ok sans plus parking impossible den ressortir ticket défectueux,1
392,Ibis Budget Paris Porte de Montmartre, personnel laccueilpas très accueillant lit dur comme pierre planche bois fin matelas salle bain inexistante seulement évier côté lit porte douche donne directement chambre zéro intimité buffet petit déjeuner peu garni mattendais mieux malgré petit budget heureusement 3 amis dune vingtaine dannées laventure a tout amusante fatigue journée a bien aidé dormir métro très proche fuir vers centre paris,1
393,Ibis Budget Paris Porte de Montmartre, chambres mériteraient peu rénovation tâches peinture rouge sol baguette lit arrachée store sortie rail contre lemplacement parfait faire puces saintouen,1
394,Ibis Budget Paris Porte de Montmartre, 6 réservé 2 chambres 3 quatre mois avant via booking tarif moins 60 euros chambre chambres correctes prix petits déjeuners ok aussi prix a 50 cent enfants hotel rien a dire plus situé a quelques métro 13 station garibaldi fréquentation assez populaire revanche alentours hotel super fréquentables hotel rien sest autant senti insécurité,1
395,Ibis Budget Paris Porte de Montmartre, hôtel prix 85 euros nuit temps normal sans petit déjeuner environnement horrible chambres minimalistes moches si arrivez cet hôtel weekend sachez envahis roms cet endroit déchetterie,1
396,Ibis Budget Paris Porte de Montmartre, situe a huit cent metres metro porte stouen a paris cet hotel peu a lecart merite sy rendre groupe preferencefemme seule long peripherique soir rue babinski necessite femmes judoka srendre e toute securitepar contre chambre tres propre moderne douche spacieuse lavabo chambre nest scandaleuxprendre direction basilque st denis descendre metro porte saint ouena partir metro etes directement cebtre paris direction chatillon gare monparnasse invalidesprix defiant toute concurrenceattention deux hotels trouvent cote a cote,1
397,Ibis Budget Paris Porte de Montmartre, peux rien dire cette hôtel attention quand réservé cette hotel peut arriver surprises arrivant vente illégal abord hotel impossible stationner voiture donc repartis sans pouvoir dormir groupe accor a remboursé hotel très rapidement bravo service commerciale,1
398,Ibis Budget Paris Porte de Montmartre, situation géographique ainsi puces sauvages devant lhôtel foule bondée donnent bonne image lhôtel faut relativiser car quartier a semblé trop sensible navons reproche particulier faire part hôte daccueil seul contact portable connaissait simples mots tel bonjour merci autres membre personnel très courtois petit déjeuner très bien ligne 13 métro 5 minutes pied dessert nombreux lieux touristiques parisiens,1
399,Ibis Budget Paris Porte de Montmartre, chambre confortable propre niveau équipement lessentiel contre a bruit gens parlent fort portes claquent etc buffet petit déjeuner décevant choix très limité couverts tasses plastique laccueil nest non plus plus chaleureux environs lhôtel catastrophiques centaines gens roms notamment trottoir rue marché illégal police vient régulièrement faire ménage reviennent abords lhôtel donc très sécurisés,1
400,Ibis Budget Paris Porte de Montmartre, vendredi tous dabord juste a sortie métro faut marcher moins 15 min arrivée devant lhôtel énormément roumains train vendre sous tunnel etc arrivée 22h quand rentrés chambre cétait très sale literie tâches café sol poussière toilettes tâches douche nen parlons navons jamais retiré chaussures samedi petit déjeuner petits pains chocolats croissant datant dau moins veille beaucoup place quand parti balader juste sortie lhôtel marché roumains regarde tête pied attrape acheté lendroit devant lhôtel plus loin,1
401,Ibis Budget Paris Porte de Montmartre, comment avoir plus mauvaise image paris débarquant lhôtel fin journée lorsque vendeurs sauvette puces essayent débarrasser fin stock lorsque police arrive bref horreur hyper mal sécurisé déconseille laccès parking privilégiez plus tôt stationnement rue alentours moins dangereux quant chambres vieux lino sol tout tâché lavabo chambre cabine douche digne dun camping parle bruit vue plongeante péiriph mauvaise qualité literie,1
402,Ibis Budget Paris Porte de Montmartre, recommande déçu cet hôtel n’est cher trop qualité offerte cela ressemble plus a auberge jeunesse qu’a hôtel ibis nuit bruyante portes claquent cris couloirs jusquà 2 heures matin bien demander groupes jeunes respecter repos clients chambre lavabo bouché portes douche wc grincent fortement isolation sonore trop faible 6 heures matin j’ai réveillé ébats d’un couple peu discret venant d’une chambre voisine petit déjeuner correct,1
403,Ibis Budget Paris Porte de Montmartre, trop dattente larrivée groupe avant ny quune personne laccueil 20 minutes dattente nest première fois cela arrivecar utilisons souvent lhôtel avant prendre avion lorsque arrivons roissy,1
404,Ibis Budget Paris Porte de Montmartre, claquement portes continu couloir femmes ménage rentrent tête chambre 9h00 matin demander quelle heure partez plusieurs défauts montrent lentretien nest régulier planches lit désolidarisées socle lumière toilettes pend support pomme douche cassé pire reste néanmoins quartier immédiat très sale peu rassurant attention pickpockets revanche emplacement pratique si veut faire marché puces saint ouen trouve 30 mètres lhôtel,1
405,Ibis Budget Paris Porte de Montmartre, chambres plus agréables si lisolation sonore couloirs peu plus importanteen effet gênés jeunes gens rentré entre 2 5 h matin parlant extrêmement fort voir chantant,1
406,Ibis Budget Paris Porte de Montmartre, personnel désagréable équipe nuit inexistante bordel étages ménage peut satisfaisant quartier catastrophique donnant image paris bidon ville parking 20€ 24h double fenêtre sans possibilité douvrir alors faut pleurer laccueil,1
407,Ibis Budget Paris Porte de Montmartre, weekend paris durant mois juin 2015 situé trop loin centre paris 10 mn rer + métro + 10mn marche jusquà lhôtel quartier peu fréquentable personnel agréable laccueil chambre grande confortable propre mal isolé wc douche séparé,1
408,Ibis Budget Paris Porte de Montmartre, assez prise electrique drap jaunie vieillesse tout vieux cette hotel 3 assensseur 4 etat marche parking sous terrain non surveillé tres sombre etablissement manque fraicheur er joie vivre déjeuné salé rien sucré arrivé plein millieu dun marcheé puce africain jai faillit avoir gend sous capos veulent laisser passer circulation quand marché puce etant fini restait plein détritus vetement chaussures canette papier etc tout long trottoire lhotel jusquau lendemain crue autre monde autant personnel etant tres agréable ny a aucune reproche envers envers direction laisse veuillir hôtel sans,1
409,Ibis Budget Paris Porte de Montmartre, acces mal indiqué locaux collectifs agréables employes serieux serviables locaux abimés port wc faisant bruit important non résolu alors mentionné ménage mediocre odeur durines toilettes alentours insalubres,1
410,Ibis Budget Paris Porte de Montmartre, lenvironnement extérieur lhôtel dune saleté affligeante hôtel état très moyen impossible dormir cause nombreux étrangers nont cessé dhurler pendant plus dune heure 2h matin nuit horrible hôtel peu cher certes comptez dormir allant làbas pires nuits vie mention tout personnel a fait nécessaire lors deux plaintes milieu nuit sest occupé étrangers indélicats,1
411,Ibis Budget Paris Porte de Montmartre, outre laccueil parfait perd temps formalité tout va vite sécurité lhôtel rassurante promos narrête jamais profitezen chers voyageurs dixhuitième arrondissement paris accueillera bras ouverts,0
412,Ibis Budget Paris Porte de Montmartre, rapport qualité prix médiocre chambre déjà bien vécu personnel accueillant situation géographique long périphérique cependant bruit depuis chambre fenêtre fermée vendeurs long lhôtel trottoir passages incessants donnent sensation dinsécurité,1
413,Ibis Budget Paris Porte de Montmartre, salon bourget oblige plus seule chambre disponible paris seule trouvée a cet hôtel accéder depuis station métro déjà voyage olfactif répugnant raison létat quartier lhôtel donne argent nespérez trop trouver autre chose quun endroit dormir cest dailleurs seule vocation voilà petit prix cest déjà si mal paris dautant petit déjeuner savère coup bien copieux,1
414,Ibis Budget Paris Porte de Montmartre, 20 minutes pouvoir faire checkin normal car a seul personnel laccueil alors cest coup feusans compter gars sécurité sert rien sauf macher chewing gum,1
415,Ibis Budget Paris Porte de Montmartre, odeurs nauséabondes cigarette brûlure cigarette sol bruit dascenseur jai réveillée a 2h jusquà 5h touristes courrus parlé fort comme si seuls monde promener seul alentours lhôtel sèche cheveux personnel très accueillant petit déjeuner copieux,1
416,Ibis Budget Paris Porte de Montmartre, hôtel tout simplement horrible cadre tout a fait déplorable proximité périphérique bordé dune route accueille nuit jour environ 150 roms viennent faire marcher vente sauvette vêtements chaussures dappareils tout genre coin absolument très mal famé ballet incessant police faire sortir squatteurs présence dun agent sécurité chien permet dissuader toutes entrée interdite lhôtel très mauvais souvenir deux nuits passées cet hôtel soir accueil fait prostituées long route adorable lorsque lon enfants finir gestion déplorable petits déjeuner bruit couloirs venu deux cars touristes,1
417,Ibis Budget Paris Porte de Montmartre, a passer 1 nuit beaucoup bruit venant dehors cheveux énorme traîner partout sinon lit bonne qualité malgré a bien dormi parking sous hôtel très pratique personnelle accueil poli malgré heure tardif,1
418,Ibis Budget Paris Porte de Montmartre, améliorer qualité matelas linsonorisation entend trop portes claquer jai dû demander déménager taxe séjour comptée double alors jétais seule aucun remboursement,1
419,Ibis Budget Paris Porte de Montmartre, acceuil110 propreté 010 vétusté chambre 310 descriptif site années lumières réalité bon petit déjeuner parking hors prix cette zone paris 25€ 22 heures,1
420,Ibis Budget Paris Porte de Montmartre, hotel tres bruyant côté périf plutôt porte st ouen porte montmarte exterieurs très limites sales a recommander séjour agréable tout jai demandé a changer chambre a léquipe daccueil matin mavais dit soucis lorsque revenue soir netais plus possible,1
421,Ibis Budget Paris Porte de Montmartre, nuit extrabruyante portes claquent hurlements couloirs aucune intervention sécurité résultat nuit calme 5 7h top déconseille plus chambre gros manque dhygiène poils cheveux serviettes bain sentent bons,1
422,Ibis Budget Paris Porte de Montmartre, hôtel envahi groupes jeunes tour opérator contiki excessivement bruyant non respectueux autres clients lhôtel ressemblait hall gare direction abonnés absents faire régner peu dordre calme éviter tout prix,1
423,Ibis Budget Paris Porte de Montmartre, tout très bien lhôtel propreté impeccable personnel très disponible compétent petit déjeuner correct seul bémol taillelenvironnement lhôtel oh dieu vendeurs sauvette centaines trottoir den face tout we quand partisla saleté quils laissent jai honte vie tous touristes là paris ville plus belle monde a pris coup,0
424,Ibis Budget Paris Porte de Montmartre, 3 nuits horribles très bruyant bord périphérique fenêtre non ouvrable eau froide certains matins douche fuit niveau ka base donc deau sortant pomeau 20 min dattente acceder a salle petit dejeuner plus moyen personnel desagreable quartier très moyen acheter boules quies si souhaitez passer nuit,1
425,Ibis Budget Paris Porte de Montmartre, très drôle dimpression entrant hall nest tout accueillant dire longs très longs couloirs mènent chambres durant séjour jai pu constater présence très nombreux bus jeunes touristes viennent visiter capitale engendre bruit jusquà tard nuit cris courses couloirs portes claquent plus minuit durant séjour chambres literie correcte douche suffisamment grande toilettes séparés douche laccès relativement facile métro deux sorties possibles saint ouen garibaldi distance pieds identique quartier nest plus intéressant découvrir paris surement meilleur hôtel paris,1
426,Ibis Budget Paris Porte de Montmartre, quartier très mal habité dealers prostitution délinquants hôtel brouillant mal isolé coté route fenêtres cassées portes chambres graissent parking 2me soussol voitures décarcasséessi non hôtel propre personnelle font mieux déconseille cet hôtel,1
427,Ibis Budget Paris Porte de Montmartre, chambres plus bruyantes personnel nuit porte aucuns intérêt clients fait taf quant bruit couloirs a éviter absolument seul point positif non loin métro,1
428,Ibis Budget Paris Porte de Montmartre, jamais rencontré hôtel aussi sale sol semblait jamais avoir nettoyé leau nuisances sonores mont fait passer 2 nuits denfer clients jeunes souvent allemands irrespectueux braillaient tard nuit seule note positive lemployée salle petitdéjeuner très sympatique,1
429,Ibis Budget Paris Porte de Montmartre, literie terrible accueil complètement indifférentseul intérêt lemplacement portes paris chambres très banales bruyantes pense vraiment retourner hauteur groupe accord,1
430,Ibis Budget Paris Porte de Montmartre, nuisances sonores importantes jusque tard nuit chambres ressemblent chambres dhôpital problème lavabo sécoule bouche daération pleine moisissures douche,1
431,Ibis Budget Paris Porte de Montmartre, passé 2 nuits couple satisfaits après cela dépend exigences selon budget situation station métro moins 10 min pieds larrivée quartier certes peu déstabilisante lundi marché puces sauvage rues très propres navons rencontré aucun problème rentrés deux soirs entre 23h minuit métro après a loption taxi ceux voudraient être rassurés accueil personnel peu chaîne général bonne relation client personnel souriant éviter gars côté lascenseur derrière comptoir effectivement plus intéressé portable passe autour chambre propre ménage fait lendemain équipement,1
432,Ibis Budget Paris Porte de Montmartre, hôtel très peu regardant qualité drap manquant deux serviettes trois personnel peu aimable exception faite réception vu membre personnel crier clients,1
433,Ibis Budget Paris Porte de Montmartre, bon hôtel court séjour car si lon vient voiture parking jour cher lon a aucun prix rapport lhôtel lautre petit défaut 10m environ dune entrée métro soirchacun jugera luimême,0
434,Ibis Budget Paris Porte de Montmartre, personnel vraiment incapable chambre plein problème aucun geste commercial lévier boucher pendant plus moitié séjour refusaient donner nouvelles serviettes éviter absolument,1
435,Ibis Budget Paris Porte de Montmartre, mauvaises odeurs pisse ds tte chambre compris toilettes douche cassee eau froidepersonnel non implique travail umpression travail forcesinon point positif ttes sortie secours ouvertes rapidement accessiblebref,1
436,Ibis Budget Paris Porte de Montmartre, personnel nest ni honnête ni intéressé bonne relation clients chasse deau chambre cassée début quand lai signalé dit quun technicien passerale prochain jour jattends jusquà reviens soir voir cest toujours cassé signale encore seulement être informée première collegue sen occupée tout dit cest faute lai signalé deuxième fois matin propose technicien nuit passera commencerait travail seulement 2230 quand dis dors cette heure là dit cest voir si décide veux ça réparé degeulasse,1
437,Ibis Budget Paris Porte de Montmartre, jai amené groupe cet hôtel jai très satisfaite services proposés prix correct hôtel situant proche paris plus conseils personnalisés trouver restaurant proche létablissement petit déjeuné copieux varié moins personnel service petit déjeuné désagréable mauvaise humeur parlant clients comme chiens ascenseurs trop long,0
438,Ibis Budget Paris Porte de Montmartre, escapade entre amis paris samedi hôtel bien situé peine 30 min pied montmartre prix correct capitale malgré avis inquiétants navons rencontré aucun problème personnel jour nuit agréable +++ dame petit déjeuner très serviable consciencieuse chambre propre bien équipée serviettes gobelet savon gel douche literie basique bien sûr nen attendions plus tarifs pratiqués cette chaîne d’hôtels oubliez nest 4 vrai si souhaitez service plus haut gamme naurez comme autre choix daller hôtels tarifs doublés sans certitude quil répondra attentes qualité si côté périphérique non habitué,0
439,Ibis Budget Paris Porte de Montmartre, hotel bruyant bruit couloirs toute nuit déclenchement alarme incendie 22h30 jamais passé aussi mauvaise nuit hotel aucune excuse lendemain panne borne payer parking obligation aller hôtel voisin obtenir ticket valide surtout borne état fonctionnement comptez non plus petit déjeuner matin bon heure a jus orange très mécontente,1
440,Ibis Budget Paris Porte de Montmartre, jai réellement choqué lattitude monsieur accueilli aucun sourire aucun enthousiasme javais vraiment envie dire si blasé métier démissionne dérangeais ça cest sûr bien fait comprendre pourtant faisait grand chose puisque quand arrivée assis chaise attendre chaise dont a mal décoller dailleurs quand demandé chambre calme raconte tête lair dêtre bout vie plus aucunes indications faite concernant wifi pdj si souhaitais éventuellement prendre ça nest grave non plus dérangeant cest lattitude réceptionniste doit oublier cest grâce,1
441,Ibis Budget Paris Porte de Montmartre, lhotel situé derrière périph limite commune st ouen quartier dégage tout sentiment sécurité a laccueil lors arrivée peine droit bonjour attendre employés terminent discussion chambre correct prix entend bruit périph nest insupportable petit déjeuner personnel sympathique nuit mouvementée car certains clients amusé beugler couloirs claquer porte leurs chambres toutes 20 secondes,1
442,Ibis Budget Paris Porte de Montmartre, excellent rapport qualitéprix portes paris accessible pied vélo transport commun taxi nuit cest plus prudent parking peu cher si restez 24h lhôtel devrait faire forfait parking clients,0
443,Ibis Budget Paris Porte de Montmartre, jai séjourné cet hôtel sœur nuitnous devions assister concert laccueil sest bien passéla chambre spécieuse douche sanitaire tv écran plat système déclairage agréable navons utiliser parking lhôtel très onéreux stationner voie publique 4€jour tarif raisonnable capitale métro moins 700 mètres lhôtel tarif réservé 15jrs avant 52€ ttc vendredi soir cest bon rapport qualité prix cest bonne expérience part,0
444,Ibis Budget Paris Porte de Montmartre, très bon accueil réception chambre confortable lit propre douche ok seul bémol traces rouille toilettes lhôtel très bien situé aller stade france parc expositions,0
445,Ibis Budget Paris Porte de Montmartre, très bien hôtel parisien bémol concerne literie sommier planche matelas très faible épaisseur couchage convient tout monde lemplacement nest idéal sorties nocturnes envahissement jusquà tard lundis dimanches dû puces sauvages barrant laccès,0
446,Ibis Budget Paris Porte de Montmartre, 4 jours horrible chambre ressemble a prison vue périph plus lhotel situer pied porte montmartre pire endroit puces clignancourt appelé marché voleurs supplément vol ordinateur papiers chambre personnel odieux hotel ressemble a centre dacceuil sdf lhorreur tout simplement a bon entendeur salut,1
447,Ibis Budget Paris Porte de Montmartre, jai séjourné couple lhôtel ibis budget porte montmartre cadre dune venue quatre jours paris 18 21 février 2015 objectif faire touristes découvrir capitale séjourné chambre standard puisque lhôtel nest doté type chambre lhôtel situé relativement loin centres dintérêt capitale exemple rejoindre lhôtel provenance gare lest passer bonne demie heure métro prendre deux correspondances si souvenirs bons lhôtel situé plein quartier saint ouen lenvironnement autour austère rue manque propreté fait lobjet prostitution bruit dun clair manque sécurité fait,1
448,Ibis Budget Paris Porte de Montmartre, personnes réception sécurité aimables bonjour monsieur madame sourirela personne trouve comptoir sans doute agent sécurité passe temps parler amis collègues sans soucier clients besoin dun renseignement jai effectué plusieurs séjours hôtel toujours ressenti insatisfaction jy reviens car proche lieux rendezvous,1
449,Ibis Budget Paris Porte de Montmartre, mal situé chambres doubles petites pense vont très mal vieillir douche toilette cabine plastique déjà repeinte femme menage nest passer matin chambre coté accueil personnel nest pro tout client passe avant petit soucis depannage contraire preferés regler leurs differents devant tout clients petit dejeuner correct seul point positif,1
450,Ibis Budget Paris Porte de Montmartre, première surprise arrivant 18h30 deau chaude vers 23h30 trop froid jai demandé couverture dit laurais 5minutes a minuit redescends réception là 2ème surprise trop difficile trouver couverture hôtel laisse finalement tomber trop fatiguée puis troisième surprise réveil 1h matin donner couverture donc eviter,1
451,Ibis Budget Paris Porte de Montmartre, chambres propres minimum nécessaire cest calme nest bien insonorisé côté couloir petit déjeuné correct jappréhendais peu séjour vu tous commentaires jai lus franchement lhôtel largement acceptable,0
452,Ibis Budget Paris Porte de Montmartre, après journée disney land paris arrivés lhôtel réserver beaux parents là grosse surprise mauvais sens bien sûr quartier mal famé sentait très mal laise épier partout accueil trop mal revoir peu plus sympathie bienvenue bref conseil daller manger restaurant juste côté hors question cru bordel puis arrive nuit là lhorreur jai dû sortir plusieurs reprise demander calme respect sommeil autres jusquà 5h matin gens hurlé complètement alcoolisé bref hôtel vraiment mal fréquenté seul point positif petit déjeuner copieux varié cétait première dernière fois,1
453,Ibis Budget Paris Porte de Montmartre, lors dun déplacement professionnel jai séjourner cet hôtel pendant 4 nuits cet hotel vaux tout 2 hôtels odeur durine couloirs bruits incessant toute nuit quartier donne envie sortir soir vu fréquentation station métro loin literie lit nest tout confortable donnee lit poser planche bois douche na nettoyee durant tout sejour mauvaise odeur serviettes chambre sale wifi marche 1 fois 5 très lente conseille vivement passer chemin aller cet hotel passe,1
454,Ibis Budget Paris Porte de Montmartre, emplacement lhôtel proximité 18° parking possibilité petit déjeuner contre coût parking surtout 3 jours moins 3 horaires différents pr pett déj affichage ascenseur chambre lavabo chambre non lespace douche,0
455,Ibis Budget Paris Porte de Montmartre, a 35 euros chambre paris proximité métro faut vraiment plaindre service chambre minimalistes soitmais lhôtel tout fait convenable cest propre navons dérangé bruits sauf effectivement départ matin voisins chambre ça cest peu comme partout revanche ny a pièce salle bain sagit juste dune douche fermée porte vitrée lavabo chambre directement alors type chambre sadresse plutôt couple quà amis vadrouilleà moins quils pudiques quartier nest effectivement très rassurant marchéspuces sauvages matin nétions là dormir reste journée,0
456,Ibis Budget Paris Porte de Montmartre, hôtel utilisé dormir après match stade france simple accès facile hotel correct petit dejeuner buffet copieux situation permettant déplacer facilement,1
457,Ibis Budget Paris Porte de Montmartre, sale chambre mal chauffée asenseur horrible tres cher nuit propreté plus choquer pourtant habituée ibis budget suite voyages celui ci loin pire jai pu fréquenter,1
458,Ibis Budget Paris Porte de Montmartre, fait remarquer dès arrivée gouttes deau tombées plafonnier toilettes rien na fait régler problème si manière ironique a remis serviette éponger chambres lesquelles peut compter brûlures cigarettes lit superposé nest fait arrivée nest changé durant séjour besoin réclamer 3ème serviette chaque chambre alors bien réservé 2 chambres 3,1
459,Ibis Budget Paris Porte de Montmartre, compter moyenne 20 a 30 minutes dattente guichet jour 1 porte chambre nouvrait plus l’extérieur aprés 30 minutes cest vigile a dû venir ouvrir clé passe partout jour 2 problème porte toujours résolu plus a 15h30 ménage chambre toujours fait a pu reposé prendre douche car allaient passer faire a voulu changer chambre,1
460,Ibis Budget Paris Porte de Montmartre, chambres peu usagées propres lensemble problème sécurité nuisance provoquée périphérique chambre situées nord robinetterie douche chambre 740 nécessiterait intervention plus désagréable cest médiocrité petit déjeuner peu choix lait froid céréales 5h15 matin journée commençait mal,1
461,Ibis Budget Paris Porte de Montmartre, chambre taille correcte 1 a 3 personnes obtenue internet dernier we novembre a 35€ nuit ttc tarif tres promotionnel obtenu avance quelques semaines plus tôt assurément tres bonne affaire sachant tarif public ibis budget porte montmartre oscille normalement entre 58 99€ prix bien entendu non modifiable non remboursable payable immediatement ca aussi quand ca coute plus cher moins tarif public hôtel grande capacité 8 9 etages beaucoup chambres situe long périphérique chambre bon état lavabo chambre près fenetre unique chambres fumeur non fumeur choix sanitaires tout plastique style ex etap hotel douche belle taille,0
462,Ibis Budget Paris Porte de Montmartre, excellent hôtel prix accueil parfait chambre parfaite si cela pouvait être chaque fois comme m’inquiéterais plus voyages merci tarifs petites gentes puissent aussi avoir véritable confort,0
463,Ibis Budget Paris Porte de Montmartre, hôtel bruyant 6ème étage certaines chambres venaient énormément bruit sans aucun respect jusque tard nuit amis 5 ème étage létage entier sentait cigarette musique tam tam venait dune chambre vigile a intervenir difficulté gens hurlent couloirs pleine nuit personnel peu accueillant cétait dernière fois,1
464,Ibis Budget Paris Porte de Montmartre, arrivant a chambre nettoyer toilettes traces excréments porte papier toilettes après nuit séjourné cet hôtel retrouvés couvert boutons visagela réception froide cela premier dernier séjour ibis budget recommande,1
465,Ibis Budget Paris Porte de Montmartre, heureusement jai pu bénéficier dun prix internet 35 euros nuit car 8090 annoncés vu lemplacement métro 10 min quartier très bruyant lhôtel mériterait bien petit rafraichissement chambres vétustes wc malodorants piètre literie couloirs bruyants nuit occupants expérience réitérer,1
466,Ibis Budget Paris Porte de Montmartre, promotion moins 40 petit déjeuner gratuit purs fantasme frisent publicité mensongère car appliqués lemplacement lhôtel près déchets puces saint ouen nest enviable saurait promouvoir cet hôtel conditions actuelles prix,1
467,Ibis Budget Paris Porte de Montmartre, hôtel région parisienne prix très attractif prestation correct chambre propre coin douche wc séparés propres accueil bien petit déjeuner copieux prix côté périf,1
468,Ibis Budget Paris Porte de Montmartre, chambre grande équipement standard chaine nombreuses lacunes maintenance planche sommier cassée tablette nuit bancale manque porte manteau fenêtre non étanche sans compter trous tâches murs bruit machine énervant réveille dès 6h,1
469,Ibis Budget Paris Porte de Montmartre, bon bien entendu cest ibis budget tarif trop cher cela fait deuxième fois reviens là bas choix lhotel cest travail lavabo toujours bouché malgré signalement partir 5h matin espérer dormir car couloirs autres clients commencent sortir chambre bruits discussions couloir recommande cet hôtel si budget limité ah tiens jai oublié lit supérieur celui troisième personne a shampoing oublié dun précédent client + ongle coupé pire cest semaine prochaine dois retourner semaine faut vraiment change travail,1
470,Ibis Budget Paris Porte de Montmartre, cet hotel vraie déception chambres limite correct acceptable prix payé 35€ lhôtel surtout très bruyant entend gens parler chambres côtés a fes rires discussions disputes couloir toute nuit jusquà 7h30 matin nai pu fermer œil nuit recommande absolument cet hotel,1
471,Ibis Budget Paris Porte de Montmartre, lattente laccueil très longue seul réceptionniste a mal faire face demandes multiples pauvre ensuite cest lusine voit ménage chambres survolé mobilier assez récent couchage conforme cette gamme prix concernant lambiance cest carrément bruyant impossible fermer loeil avant 2h30 matin cest demander quoi servent deux agents sécurité bref ambiance dortoir,1
472,Ibis Budget Paris Porte de Montmartre, lieu très peu touristique porte st accueil très limité connaissent paris chambres minables trous housses couette lavabos chambre sanitaires exigus store tissu place volets rideaux parking délivre reçu après paiement formule petit déjeuner rabais choix gourmand plutôt hôpital a part lemplacement proche paris aucun intérêt dire cest considéré comme deux étoiles préférer celui clichy qq km,1
473,Ibis Budget Paris Porte de Montmartre, commencer attendez 10 15 minutes laccueil car ny a quune personne deux personnels sécurité ensuite pouvez prendre malus 78 minutes si clients reviennent laccueil car a donné chambre occupée ensuite bout dun couloir relativement sinistre trouvez porte chambre boîtier composer code aprèsvous énervé 5 minutes parce narrivez ouvrir retournez réception aller chercher laide là seul point positif personnel sécurité aimable accompagne ouvrir porte donc 20 minutes après avoir franchi seuil lhôtel entrez chambre asseyez lit là surprise cest dur comme banc,1
474,Ibis Budget Paris Porte de Montmartre, excellent rapport qualité prix personnel accueillantlocaux propres chambres tres bien insonnorisées aucune crainte avoir vis vis trafic périphérique petit déjeuner choix plus raisonnable proximité parking bref tout plaire prix là paris a recommander nhésiterai seul instant revenir séjour 15 17 novembre 2014,0
475,Ibis Budget Paris Porte de Montmartre, séjour 22 personnes vrai quartier peu sécurisant cet hotel a bon rapport qualitéprix trouve tout près bouche métro station garibaldi petit déjeuner convenable parking payant 20 euros jour,1
476,Ibis Budget Paris Porte de Montmartre, bonjour jai passé deux jours cet hôtel nuits 27 28 octobre jaccompagnais groupe 4 anglais si réception jour correcte celle nuit inadmissible convenu dutiliser place parking réservée bus van groupe trop grand parking souterrain gardien nuit parking réservé bus dune incroyable brutalité refusant parler chauffeur car celuici échangeait anglais parlez anglais monsieur français monsieur tout échangeant ami portable cet épisode nest rien quand prend conscience cet hôtel maison passe va vient incessant jeunes femmes seules très maquillées court vêtues sopère toute,1
477,Ibis Budget Paris Porte de Montmartre, huisseries portes toilettes douche grincent fortement porte intermédiaire entre 2 chambres nassure intimité entend tout chambre voisine service resto comporte comme si fermeture 9 h 00 laccueil resto après 9 h 00 nest engageant service nest assuré dès rentrée resto après 9 h 00 demande où trouve,1
478,Ibis Budget Paris Porte de Montmartre, bien entretenu question literie ça laisse désirer planche bois guise sommier accueil assez froid antillais africains très hautains tant français quelque peu habitués mets place étrangers idem niveau petit déjeuner sort padock douche là regarde travers,1
479,Ibis Budget Paris Porte de Montmartre, abords lhôtel safe murs fins chambre moderne donnerais plus sûrement moins salle petit déjeuner beaucoup trop petites vu nombre chambres,1
480,Ibis Budget Paris Porte de Montmartre, déçues tout literie lisolation murs bruit sanitaires douche complètement rouillée prix petit déjeuner bref recommande tout très coûteux cest,1
481,Ibis Budget Paris Porte de Montmartre, chambre très propre lit confortable assez positif lensemble seul problème cest quil ny parking privé lhôtel chambre douche toilettes propre reviendrais sans doute,0
